Date,Actual_Close,Predicted_Close,Signal,Market_Return,Stop_Loss_Return,Protected_Return,Strategy_Return,Prediction_Change,Position_Size,Trade,Transaction_Cost,Net_Return,Portfolio_Value,Expected_Return,WF_CVaR_Position,WF_CVaR_Turnover,WF_CVaR_Limit,WF_CVaR_Value,WF_CVaR_Net_Return,WF_CVaR_Portfolio_Value
2024-08-19,24506.33928828757,24319.033,-1,0.004397455016377,0.004397455016377,0.004397455016377,-0.004397455016377,-0.0076431769789905,0.5,0.0,0.0,-0.0021987275081885,97003.50901720334,-0.0046348773155924,0.0,0.0,,,0.0,100000.0
2024-08-20,24625.31721534164,24466.695,-1,0.0048549857102049,0.0048549857102049,0.0048549857102049,-0.0048549857102049,-0.0064414283054522,0.5,0.0,0.0,-0.0024274928551024,96768.0336921442,-0.0076431769789905,0.0,0.0,,,0.0,100000.0
2024-08-21,24714.85921840317,24623.883,-1,0.0036361766339294,0.0036361766339294,0.0036361766339294,-0.0036361766339294,-0.0036810332439775,0.2,0.0,0.0,-0.0007272353267858,96697.66055953968,-0.0064414283054522,0.0,0.0,,,0.0,100000.0
2024-08-22,24774.58650618746,24701.877,-1,0.0024166549870459,0.0024166549870459,0.0024166549870459,-0.0024166549870459,-0.0029348423703984,0.2,0.0,0.0,-0.0004833309974091,96650.92358281431,-0.0036810332439775,0.0,0.0,,,0.0,100000.0
2024-08-23,24804.600637399843,24766.34,-1,0.0012114886843777,0.0012114886843777,0.0012114886843777,-0.0012114886843777,-0.0015424814920081,0.2,0.0,0.0,-0.0002422977368755,96627.50528276326,-0.0029348423703984,0.0,0.0,,,0.0,100000.0
2024-08-26,24931.91500373066,24869.375,-1,0.0051326916402296,0.0051326916402296,0.0051326916402296,-0.0051326916402296,-0.0025084316115028,0.2,0.0,0.0,-0.0010265383280459,96528.31344504704,-0.0015424814920081,0.0,0.0,,,0.0,100000.0
2024-08-27,24984.963948849498,25140.357,1,0.0021277525256644,0.0021277525256644,0.0021277525256644,-0.0021277525256644,0.0062194626923869,0.5,2.0,0.002,-0.0030638762628322,96232.56263679152,-0.0025084316115028,0.0,0.0,,,0.0,100000.0
2024-08-28,25026.610577408635,25241.904,1,0.0016668676666653,0.0016668676666653,0.0016668676666653,0.0016668676666653,0.008602580118688,0.5,0.0,0.0,0.0008334338333326,96312.76611036134,0.0062194626923869,0.0,0.0,,,0.0,100000.0
2024-08-29,25104.07411786134,25154.23,1,0.0030952469657488,0.0030952469657488,0.0030952469657488,0.0030952469657488,0.001997918023313,0.2,0.0,0.0,0.0006190493931497,96372.38846977452,0.008602580118688,0.0,0.0,,,0.0,100000.0
2024-08-30,25185.547235039496,25138.773,-1,0.003245414142567,0.003245414142567,0.003245414142567,0.003245414142567,-0.0018571855756391,0.2,2.0,0.002,-0.0013509171714865,96242.19735533354,0.001997918023313,0.0,0.0,,,0.0,100000.0
2024-09-02,25243.11832709207,25257.018,1,0.002285878147308,0.002285878147308,0.002285878147308,-0.002285878147308,0.0005506321654806,0.2,2.0,0.002,-0.0024571756294616,96005.71337346618,-0.0018571855756391,0.0,0.0,,,0.0,100000.0
2024-09-03,25265.81950799328,25364.2,1,0.0008993017664085,0.0008993017664085,0.0008993017664085,0.0008993017664085,0.0038938175734056,0.2,0.0,0.0,0.0001798603532817,96022.9809949906,0.0005506321654806,0.0,0.0,,,0.0,100000.0
2024-09-04,25224.33688790621,25475.77,1,-0.0016418474007521,-0.0016418474007521,-0.0016418474007521,-0.0016418474007521,0.0099678779747958,0.5,0.0,0.0,-0.000820923700376,95944.15345411104,0.0038938175734056,0.0,0.0,,,-0.0,100000.0
2024-09-05,25175.36555659788,25483.469,1,-0.0019414318610615,-0.0019414318610615,-0.0019414318610615,-0.0019414318610615,0.0122382907493223,1.0,0.0,0.0,-0.0019414318610615,95757.88441771266,0.0099678779747958,0.0,0.0,,,-0.0,100000.0
2024-09-06,24975.607598347204,25344.055,1,-0.0079346596895124,-0.0079346596895124,-0.0079346596895124,-0.0079346596895124,0.0147522898172526,1.0,0.0,0.0,-0.0079346596895124,94998.07819227043,0.0122382907493223,0.0,0.0,,,-0.0,100000.0
2024-09-09,24951.376211370905,25060.188,1,-0.0009702021014256,-0.0009702021014256,-0.0009702021014256,-0.0009702021014256,0.0043609533881944,0.2,0.0,0.0,-0.0001940404202851,94979.64472525174,0.0147522898172526,0.0,0.0,,,-0.0,100000.0
2024-09-10,25006.828320923567,25054.145,1,0.0022224068557545,0.0022224068557545,0.0022224068557545,0.0022224068557545,0.001892150354663,0.2,0.0,0.0,0.0004444813711509,95021.86140797065,0.0043609533881944,0.0,0.0,,,0.0,100000.0
2024-09-11,24952.2070318851,25105.73,1,-0.0021842549697821,-0.0021842549697821,-0.0021842549697821,-0.0021842549697821,0.006152680919917,0.5,0.0,0.0,-0.001092127484891,94918.08542146148,0.001892150354663,0.0,0.0,,,-0.0,100000.0
2024-09-12,25222.09837024771,25130.023,-1,0.0108163313176157,0.0108163313176157,0.0108163313176157,0.0108163313176157,-0.0036505832661536,0.2,2.0,0.002,0.0001632662635231,94933.582342609,0.006152680919917,0.0,0.0,,,0.0,100000.0
2024-09-13,25305.163145578004,25265.652,-1,0.0032933332552647,0.0032933332552647,0.0032933332552647,-0.0032933332552647,-0.0015613867158533,0.2,0.0,0.0,-0.0006586666510529,94871.05275785494,-0.0036505832661536,0.0,0.0,,,0.0,100000.0
2024-09-16,25353.732492679737,25315.49,-1,0.0019193453455454,0.0019193453455454,0.0019193453455454,-0.0019193453455454,-0.0015083575047885,0.2,0.0,0.0,-0.000383869069109,94834.63469514735,-0.0015613867158533,0.0,0.0,,,0.0,100000.0
2024-09-17,25393.79239810876,25430.748,1,0.0015800397610328,0.0015800397610328,0.0015800397610328,-0.0015800397610328,0.0014553006227613,0.2,2.0,0.002,-0.0023160079522065,94614.9969270488,-0.0015083575047885,0.0,0.0,,,0.0,100000.0
2024-09-18,25383.754526857792,25442.355,1,-0.0003952883875554,-0.0003952883875554,-0.0003952883875554,-0.0003952883875554,0.0023085817773806,0.2,0.0,0.0,-7.905767751108517e-05,94607.51688513404,0.0014553006227613,0.0,0.0,,,-0.0,100000.0
2024-09-19,25403.56020128431,25449.85,1,0.0007802499983033,0.0007802499983033,0.0007802499983033,0.0007802499983033,0.0018221776140397,0.2,0.0,0.0,0.0001560499996606,94622.28038811186,0.0023085817773806,0.0,0.0,,,0.0,100000.0
2024-09-20,25642.97978094653,25446.295,-1,0.0094246466938172,0.0094246466938172,0.0094246466938172,0.0094246466938172,-0.0076701219057496,0.5,2.0,0.002,0.0027123233469086,94878.92660834629,0.0018221776140397,0.0,0.0,,,0.0,100000.0
2024-09-23,25825.961722217253,25625.652,-1,0.0071357518835108,0.0071357518835108,0.0071357518835108,-0.0071357518835108,-0.0077561379658103,0.5,0.0,0.0,-0.0035678759417554,94540.41036872075,-0.0076701219057496,0.0,0.0,,,0.0,100000.0
2024-09-24,25896.68870892052,25818.355,-1,0.0027386003070863,0.0027386003070863,0.0027386003070863,-0.0027386003070863,-0.003024854250711,0.2,0.0,0.0,-0.0005477200614172,94488.6286893472,-0.0077561379658103,0.0,0.0,,,0.0,100000.0
2024-09-25,25963.103680702112,25957.293,-1,0.0025646125081124,0.0025646125081124,0.0025646125081124,-0.0025646125081124,-0.0002238053190239,0.2,0.0,0.0,-0.0005129225016224,94440.163345545,-0.003024854250711,0.0,0.0,,,0.0,100000.0
2024-09-26,26119.43358619644,26054.666,-1,0.006021233340085,0.006021233340085,0.006021233340085,-0.006021233340085,-0.0024796703949455,0.2,0.0,0.0,-0.001204246668017,94326.43409350912,-0.0002238053190239,0.0,0.0,,,0.0,100000.0
2024-09-27,26156.21626997649,26273.33,1,0.0014082496719793,0.0014082496719793,0.0014082496719793,-0.0014082496719793,0.004477472154791,0.2,2.0,0.002,-0.0022816499343958,94111.21419134788,-0.0024796703949455,0.0,0.0,,,0.0,100000.0
2024-09-30,25942.76793514372,26319.725,1,-0.0081605203378661,-0.0081605203378661,-0.0081605203378661,-0.0081605203378661,0.014530333301314,1.0,0.0,0.0,-0.0081605203378661,93343.21771391811,0.004477472154791,0.0,0.0,,,-0.0,100000.0
2024-10-01,25852.616834775665,26112.436,1,-0.0034749992982024,-0.0034749992982024,-0.0034749992982024,-0.0034749992982024,0.0100500141585218,1.0,0.0,0.0,-0.0034749992982024,93018.8500978703,0.014530333301314,0.0,0.0,,,-0.0,100000.0
2024-10-03,25480.240710670776,25996.26,1,-0.014403807803471,-0.014403807803471,-0.014403807803471,-0.014403807803471,0.020251743112973,1.0,0.0,0.0,-0.014403807803471,91679.02445896067,0.0100500141585218,0.0,0.0,,,-0.0,100000.0
2024-10-04,25218.07712591369,25684.193,1,-0.0102888974925302,-0.0102888974925302,-0.0102888974925302,-0.0102888974925302,0.0184834026701955,1.0,0.0,0.0,-0.0102888974925302,90735.74837408726,0.020251743112973,0.0,0.0,,,-0.0,100000.0
2024-10-07,24971.67180173053,25438.014,1,-0.0097709798789519,-0.0097709798789519,-0.0097709798789519,-0.0097709798789519,0.0186748489236973,1.0,0.0,0.0,-0.0097709798789519,89849.17120242241,0.0184834026701955,0.0,0.0,,,-0.0,100000.0
2024-10-08,24997.367108675327,25136.62,1,0.0010289782417778,0.0010289782417778,0.0010289782417778,0.0010289782417778,0.0055707023351408,0.5,0.0,0.0,0.0005144891208889,89895.39762352695,0.0186748489236973,0.0,0.0,,,0.0,100000.0
2024-10-09,24987.76489026193,25159.414,1,-0.0003841291913525,-0.0003841291913525,-0.0003841291913525,-0.0003841291913525,0.0068693262679514,0.5,0.0,0.0,-0.0001920645956762,89878.13190032923,0.0055707023351408,0.0,0.0,,,-0.0,100000.0
2024-10-10,24994.375579904685,25079.605,1,0.0002645570610972,0.0002645570610972,0.0002645570610972,0.0002645570610972,0.0034099439621063,0.2,0.0,0.0,5.29114122194585e-05,89882.88747921571,0.0068693262679514,0.0,0.0,,,0.0,100000.0
2024-10-11,24975.753899500563,25074.934,1,-0.00074503483172,-0.00074503483172,-0.00074503483172,-0.00074503483172,0.0039710553242367,0.2,0.0,0.0,-0.000149006966344,89869.49430282619,0.0034099439621063,0.0,0.0,,,-0.0,100000.0
2024-10-14,25069.81802632993,24902.783,-1,0.0037662177169053,0.0037662177169053,0.0037662177169053,0.0037662177169053,-0.0066627937288774,0.5,2.0,0.002,-0.0001168911415473,89858.98935504684,0.0039710553242367,0.0,0.0,,,0.0,100000.0
2024-10-15,25062.11209401345,24919.715,-1,-0.0003073788692198,-0.0003073788692198,-0.0003073788692198,0.0003073788692198,-0.0056817675014494,0.5,0.0,0.0,0.0001536894346099,89872.79973231544,-0.0066627937288774,0.0,0.0,,,-0.0,100000.0
2024-10-16,25005.98758762873,24944.074,-1,-0.002239416461557,-0.002239416461557,-0.002239416461557,0.002239416461557,-0.0024759505063243,0.2,0.0,0.0,0.0004478832923114,89913.05225774879,-0.0056817675014494,0.0,0.0,,,-0.0,100000.0
2024-10-17,24847.68559951617,24927.771,1,-0.0063305633323946,-0.0063305633323946,-0.0063305633323946,0.0063305633323946,0.0032230527130216,0.2,2.0,0.002,-0.000733887333521,89847.06620757861,-0.0024759505063243,0.0,0.0,,,-0.0,100000.0
2024-10-18,24851.619498214823,24708.947,-1,0.000158320527797,0.000158320527797,0.000158320527797,0.000158320527797,-0.0057409738719471,0.5,2.0,0.002,-0.0019208397361014,89674.48439263496,0.0032230527130216,0.0,0.0,,,0.0,100000.0
2024-10-21,24808.03580996013,24674.865,-1,-0.0017537564607338,-0.0017537564607338,-0.0017537564607338,0.0017537564607338,-0.0053680513435352,0.5,0.0,0.0,0.0008768782303669,89753.11799581825,-0.0057409738719471,0.0,0.0,,,-0.0,100000.0
2024-10-22,24600.4158198992,24679.69,1,-0.0083690620108494,-0.0083690620108494,-0.0083690620108494,0.0083690620108494,0.0032224731761108,0.2,2.0,0.002,-0.0003261875978301,89723.84164186142,-0.0053680513435352,0.0,0.0,,,-0.0,100000.0
2024-10-23,24498.492237915507,24665.168,1,-0.0041431650070422,-0.0041431650070422,-0.0041431650070422,-0.0041431650070422,0.0068035110269576,0.5,0.0,0.0,-0.0020715825035211,89537.97130136745,0.0032224731761108,0.0,0.0,,,-0.0,100000.0
2024-10-24,24437.25010828166,24498.33,1,-0.0024998326035373,-0.0024998326035373,-0.0024998326035373,-0.0024998326035373,0.002499458468023,0.2,0.0,0.0,-0.0004999665207074,89493.2053133847,0.0068035110269576,0.0,0.0,,,-0.0,100000.0
2024-10-25,24278.755707783945,24412.598,1,-0.00648577069005,-0.00648577069005,-0.00648577069005,-0.00648577069005,0.0055127327704502,0.5,0.0,0.0,-0.003242885345025,89202.9891093946,0.002499458468023,0.0,0.0,,,-0.0,100000.0
2024-10-28,24316.08167451949,24377.883,1,0.0015373920799235,0.0015373920799235,0.0015373920799235,0.0015373920799235,0.0025415824106756,0.2,0.0,0.0,0.0003074784159847,89230.41710318705,0.0055127327704502,0.0,0.0,,,0.0,100000.0
2024-10-29,24409.261382673827,24292.506,-1,0.0038320198707006,0.0038320198707006,0.0038320198707006,0.0038320198707006,-0.0047832411166976,0.2,2.0,0.002,-0.0012335960258598,89120.34281526276,0.0025415824106756,0.0,0.0,,,0.0,100000.0
2024-10-30,24366.980581544496,24367.129,1,-0.0017321622504866,-0.0017321622504866,-0.0017321622504866,0.0017321622504866,6.090966215860854e-06,0.2,2.0,0.002,-0.0016535675499026,88972.97630834724,-0.0047832411166976,-0.1999999998947656,0.1999999998947656,0.014527321835001467,0.007514985141608278,0.00014643245002027134,100014.64324500202
2024-10-31,24267.08714710906,24358.168,1,-0.0040995409382438,-0.0040995409382438,-0.0040995409382438,-0.0040995409382438,0.0037532668152053,0.2,0.0,0.0,-0.0008199081876487,88900.02663659255,6.090966215860854e-06,-0.19999999990159523,6.829620202708497e-12,0.013338236345989074,0.006681462656866756,0.000819908187238516,100096.64606984232
2024-11-01,24290.11661529392,24292.49,1,0.0009490001022887,0.0009490001022887,0.0009490001022887,0.0009490001022887,9.770989343824924e-05,0.2,0.0,0.0,0.0001898000204577,88916.89986346685,0.0037532668152053,-5.026610878876687e-10,0.19999999939893415,0.013338236345989074,0.006649492391517327,-0.00019999999987595958,100076.62674064077
2024-11-04,24107.94058687399,24140.484,1,-0.0075000063320085,-0.0075000063320085,-0.0075000063320085,-0.0075000063320085,0.001349904319232,0.2,0.0,0.0,-0.0015000012664017,88783.52440106714,9.770989343824924e-05,7.619071528689181e-09,8.12173261657685e-09,0.013338236345989074,0.006680273157610852,-6.526481732577138e-11,100076.62673410929
2024-11-05,24173.056768059658,24131.156,-1,0.0027010262843074,0.0027010262843074,0.0027010262843074,0.0027010262843074,-0.0017333665519299,0.2,2.0,0.002,-0.0014597947431385,88653.91867886916,0.001349904319232,0.20000000448843888,0.19999999686936734,0.013338236345989074,0.006012682580307815,0.0003402052721155041,100110.67333013976
2024-11-06,24365.261638509022,24200.74,-1,0.0079512025431276,0.0079512025431276,0.0079512025431276,-0.0079512025431276,-0.0067523033797017,0.5,0.0,0.0,-0.0039756012715638,88301.46604704033,-0.0017333665519299,4.542596909284092e-09,0.19999999994584197,0.013338236345989074,0.005765612925606975,-0.00019999996382673389,100090.65119909508
2024-11-07,24262.722365361733,24408.21,1,-0.0042084207700534,-0.0042084207700534,-0.0042084207700534,0.0042084207700534,0.0059963442043902,0.5,2.0,0.002,0.0001042103850267,88310.66797681553,-0.0067523033797017,-0.19999999539539304,0.19999999993798995,0.013338236345989074,0.0065904495394486905,0.0006416841346945665,100154.87778200078
2024-11-08,24191.943168257098,24378.404,1,-0.0029171993166637,-0.0029171993166637,-0.0029171993166637,-0.0029171993166637,0.0077075591012284,0.5,0.0,0.0,-0.0014585996583318,88181.8580666775,0.0059963442043902,4.420651166275123e-09,0.19999999981604422,0.013338236345989074,0.006422613259649048,-0.00020000001271196476,100134.84680517121
2024-11-11,24160.64445181528,24276.62,1,-0.0012937661197421,-0.0012937661197421,-0.0012937661197421,-0.0012937661197421,0.0048001843831614,0.2,0.0,0.0,-0.0002587532239484,88159.04072660898,0.0077075591012284,0.20000000433520243,0.19999999991455125,0.013338236345989074,0.006569319543018742,-0.00045875322947170927,100088.90962081669
2024-11-12,23989.32837626149,24230.898,1,-0.0070907080270748,-0.0070907080270748,-0.0070907080270748,-0.0070907080270748,0.0100698785705712,1.0,0.0,0.0,-0.0070907080270748,87533.93070886958,0.0048001843831614,0.4000000042223391,0.19999999988713668,0.013338236345989074,0.007133595890021331,-0.003036283240656431,99785.01134195943
2024-11-13,23723.402197946827,24206.117,1,-0.0110851864689053,-0.0110851864689053,-0.0110851864689053,-0.0110851864689053,0.0203476212233567,1.0,0.0,0.0,-0.0110851864689053,86563.60076460552,0.0100698785705712,0.6000000041422177,0.19999999991987855,0.013338236345989074,0.008901013332806223,-0.006851111927180314,99101.3730606007
2024-11-14,23605.54127504732,23961.53,1,-0.0049681290194417,-0.0049681290194417,-0.0049681290194417,-0.0049681290194417,0.0150807270549218,1.0,0.0,0.0,-0.0049681290194417,86133.54162761952,0.0203476212233567,0.8000000041262494,0.19999999998403173,0.013666787993477425,0.011364919569258104,-0.00417450323603713,98687.67405806351
2024-11-18,23511.760492410885,23746.768,1,-0.0039728291566678,-0.0039728291566678,-0.0039728291566678,-0.0039728291566678,0.009995317350437,0.5,0.0,0.0,-0.0019864145783339,85962.44470484687,0.0150807270549218,0.9732717623449476,0.17327175821869822,0.013666787993477425,0.013666788329466776,-0.0040399141930241595,98288.98432295978
2024-11-19,23515.9257371684,23637.018,1,0.0001771558007686,0.0001771558007686,0.0001771558007686,0.0001771558007686,0.0051493725650021,0.5,0.0,0.0,8.857790038430124e-05,85970.05907771074,0.009995317350437,0.9768483797141262,0.0035766173691785808,0.013666787993477425,0.013666788037550996,0.0001694777395685869,98305.64211784734
2024-11-21,23413.3164300106,23574.213,1,-0.004363396461812,-0.004363396461812,-0.004363396461812,-0.004363396461812,0.0068720110826831,0.5,0.0,0.0,-0.002181698230906,85782.49835191,0.0051493725650021,0.9803536721488145,0.003505292434688334,0.013666787993477425,0.01366678801439094,-0.0042811770368132275,97884.77826022323
2024-11-22,23718.58416444862,23500.75,-1,0.0130382099157355,0.0130382099157355,0.0130382099157355,0.0130382099157355,-0.0091841133070298,0.5,2.0,0.002,0.0045191049578677,86170.15846551041,0.0068720110826831,0.9837898393860685,0.0034361672372539287,0.013666787993477425,0.013666789553205593,0.012823422271646017,99139.99610582052
2024-11-25,24028.70858897188,23825.674,-1,0.0130751659699863,0.0130751659699863,0.0130751659699863,-0.0130751659699863,-0.0084496671229789,0.5,0.0,0.0,-0.0065375829849931,85606.81390371213,-0.0091841133070298,0.7837898397487612,0.1999999996373073,0.013666787993477425,0.0109442378629639,0.010048182240666708,100136.17285403078
2024-11-26,24129.83465563888,24041.527,-1,0.0042085518783732,0.0042085518783732,0.0042085518783732,-0.0042085518783732,-0.0036596875568827,0.2,0.0,0.0,-0.0008417103756746,85534.75776022093,-0.0084496671229789,0.5837898400151694,0.19999999973359173,0.013666787993477425,0.00882657134958544,0.0022569098280374395,100362.17116668708
2024-11-27,24219.79009020404,24168.992,-1,0.0037279755890966,0.0037279755890966,0.0037279755890966,-0.0037279755890966,-0.0020973794576603,0.2,0.0,0.0,-0.0007455951178193,85470.98346243105,-0.0036596875568827,0.3837898401322666,0.19999999988290285,0.013666787993477425,0.006776436544410763,0.0012307591554734738,100485.69282771366
2024-11-28,24030.80225926629,24250.834,1,-0.0078030333968165,-0.0078030333968165,-0.0078030333968165,0.0078030333968165,0.0091562378300901,0.5,2.0,0.002,0.0019015166984082,85633.50796471424,-0.0020973794576603,0.18378984019503844,0.19999999993722814,0.013666787993477425,0.005758752485081848,-0.0016341182609746806,100321.48732209721
2024-11-29,24092.79383999828,24181.512,1,0.0025796717089661,0.0025796717089661,0.0025796717089661,0.0025796717089661,0.0036823525154825,0.2,0.0,0.0,0.0005159343417932,85677.68923228147,0.0091562378300901,0.3837898401559502,0.19999999996091175,0.013666787993477425,0.006856951748371239,0.0007900517928780147,100400.74649302023
2024-12-02,24206.05403378048,24192.705,-1,0.0047009987523394,0.0047009987523394,0.0047009987523394,0.0047009987523394,-0.0005514750054614,0.2,2.0,0.002,-0.0010598002495321,85586.88799585376,0.0036823525154825,0.5837898399963188,0.19999999984036865,0.012887626370572319,0.008459208203517872,0.002544395309610744,100656.20568147849
2024-12-03,24361.240351735403,24305.357,-1,0.0064110539346211,0.0064110539346211,0.0064110539346211,-0.0064110539346211,-0.0022939452560108,0.2,0.0,0.0,-0.0012822107869242,85477.1475648462,-0.0005514750054614,0.5837898396545183,3.418005878330632e-10,0.012887626370572319,0.008389015365579264,0.00374270814816712,101032.93248264614
2024-12-04,24426.881055957743,24475.22,1,0.0026944729937639,0.0026944729937639,0.0026944729937639,-0.0026944729937639,0.0019789241177177,0.2,2.0,0.002,-0.0025388945987527,85260.130096577,-0.0022939452560108,0.3837898399881919,0.19999999966632637,0.012887626370572319,0.006440520185474759,0.0008341113594628251,101117.20519930974
2024-12-05,24600.86957888008,24551.246,-1,0.0071228300708452,0.0071228300708452,0.0071228300708452,0.0071228300708452,-0.0020171473500547,0.2,2.0,0.002,-0.0005754339858309,85211.06852008306,0.0019789241177177,0.5837898394797922,0.19999999949160036,0.012887626370572319,0.008471949376495582,0.0039582358242089555,101517.45094337352
2024-12-06,24648.415676963665,24774.686,1,0.0019326998962834,0.0019326998962834,0.0019326998962834,-0.0019326998962834,0.0051228575779963,0.5,2.0,0.002,-0.0029663499481417,84958.30267139743,-0.0020171473500547,0.3837898400142621,0.19999999946553015,0.012887626370572319,0.006385767316429646,0.0005417505845246569,101572.44808176155
2024-12-09,24630.23578878556,24827.988,1,-0.0007375682241148,-0.0007375682241148,-0.0007375682241148,-0.0007375682241148,0.008028839549497,0.5,0.0,0.0,-0.0003687841120574,84926.97139918484,0.0051228575779963,0.5837898399792667,0.19999999996500462,0.012887626370572319,0.008396995607416921,-0.0006305848354947757,101508.39803629712
2024-12-10,24617.760768064163,24845.291,1,-0.000506492135454,-0.000506492135454,-0.000506492135454,-0.000506492135454,0.0092425234804867,0.5,0.0,0.0,-0.000253246067727,84905.46397763403,0.008028839549497,0.7837898399270512,0.1999999999477845,0.012887626370572319,0.010557613433632205,-0.0005969833897195855,101447.7992087524
2024-12-11,24632.61831330322,24836.281,1,0.0006035295159068,0.0006035295159068,0.0006035295159068,0.0006035295159068,0.0082680080577056,0.5,0.0,0.0,0.0003017647579534,84931.08545442016,0.0092425234804867,0.9680756305402547,0.1842857906132035,0.012887626370572319,0.012887626506775218,0.0003999764260479266,101488.37593691034
2024-12-12,24580.753460564105,24884.79,1,-0.0021055355171523,-0.0021055355171523,-0.0021055355171523,-0.0021055355171523,0.0123688860849474,1.0,0.0,0.0,-0.0021055355171523,84752.26003748557,0.0082680080577056,0.9709780507778505,0.002902420237595793,0.012887626370572319,0.012887626481818742,-0.0020473311925256698,101280.59561917593
2024-12-13,24696.664079247003,24806.234,1,0.0047155030812564,0.0047155030812564,0.0047155030812564,0.0047155030812564,0.0044366283803111,0.2,0.0,0.0,0.0009431006162512,84832.18994615562,0.0123688860849474,0.9738328920496763,0.002854841271825781,0.012887626370572319,0.0128876270063266,0.004589257161817254,101745.39831797435
2024-12-16,24679.10321251332,24803.57,1,-0.0007110622988324,-0.0007110622988324,-0.0007110622988324,-0.0007110622988324,0.0050434080369488,0.5,0.0,0.0,-0.0003555311494162,84802.02946015655,0.0044366283803111,0.9766411931450184,0.002808301095342136,0.012887626370572319,0.012887626453570548,-0.0006972610330274569,101674.45521643736
2024-12-17,24467.053765530807,24801.1,1,-0.0085922671158892,-0.0085922671158892,-0.0085922671158892,-0.0085922671158892,0.013652899841165,1.0,0.0,0.0,-0.0085922671158892,84073.38777106539,0.0050434080369488,0.9794042000723681,0.002763006927349654,0.012887626370572319,0.01288762641218329,-0.008418065508372926,100818.55299189728
2024-12-18,24301.294481102534,24606.709,1,-0.0067747954460212,-0.0067747954460212,-0.0067747954460212,-0.0067747954460212,0.0125678292214007,1.0,0.0,0.0,-0.0067747954460212,83503.8077664624,0.013652899841165,0.9821232358880034,0.0027190358156353733,0.012887626370572319,0.01288762997742984,-0.006656403061741286,100147.46406708169
2024-12-19,24085.232726662736,24536.69,1,-0.0088909565952469,-0.0088909565952469,-0.0088909565952469,-0.0088909565952469,0.0187441524215579,1.0,0.0,0.0,-0.0088909565952469,82761.37903607293,0.0125678292214007,0.9847987285965721,0.0026754927085687052,0.012887626370572319,0.012887628955301642,-0.008758478243715024,99270.32468188691
2024-12-20,23777.616984272,24299.18,1,-0.0127719647089064,-0.0127719647089064,-0.0127719647089064,-0.0127719647089064,0.0219350415171122,1.0,0.0,0.0,-0.0127719647089064,81704.35362376377,0.0187441524215579,0.987432042384485,0.002633313787912872,0.012887626370572319,0.012887627699941591,-0.012614080511565925,98018.1208139403
